Grade,Subject,Unit,Chapter,Topic_ID,Topic,Concept,concept_code,CoreConcept,CooboTitles,Scriptwriting,MediaFile,Production,LengthofCoboo,test
11,Chemistry,Physical Chemistry,States of Matter,122937,Liquifaction of Gases,Andrew Isotherm of Carbon Dioxide,newkg18132,Andrew's Isotherms,Andrew's Isotherms,2,3,2,4,8
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Stamen,newkg7888,Androecium,Androecium,3,0,0,0,7
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Filament,newkg7889,Androecium,Androecium,4,2,0,0,10
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Anther,newkg7892,Androecium,Androecium,2,0,0,0,6
11,Biology,Diversity in the Living World,Plant Kingdom,122973,Angiosperms,Flower,newkg7148,Angiosperms,Angiosperms,2,1,1,4,10
11,Biology,Diversity in the Living World,Plant Kingdom,122973,Angiosperms,Endosperm,newkg7153,Angiosperms,Angiosperms,2,1,1,3,6
11,Mathematics,,Complex Numbers and Quadratic Equations,122569,Argand Plane and Polar Representation,Principle Argument of a Complex Number,newkg9266,Argument of a Complex Number,Algebraic Properties of Operations on Complex Numbers,2,0,0,0,6
11,Mathematics,Trigonometry,Trigonometric Functions,122559,Angles,Quadrantal Angles,newkg8947,Angle,Angles and Triangles,3,4,2,2,6
11,Mathematics,Trigonometry,Trigonometric Functions,122559,Angles,Systems for Measurement of Angles,newkg8948,Angle,Angles and Triangles,0,0,0,0,10
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Animal Kingdom,newkg7226,Animal Kingdom,Animal Kingdom,2,0,0,0,7
11,Biology,Diversity in the Living World,Animal Kingdom,122976,Classification of Animals,Basis of Classification of Animals,newkg7227,Animal Kingdom,Animal Kingdom,4,4,3,3,9
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Classification of Animal Kingdom,newkg7253,Animal Kingdom,Animal Kingdom,3,2,4,0,6
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Types of Anthers,newkg7893,Anther,Androecium,0,0,0,0,9
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Epipetalous Anther,newkg7900,Anther,Anther,3,1,1,2,5
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Epiphyllous Anther,newkg7901,Anther,Anther,0,0,0,0,6
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Monadelphous Cohesion,newkg7906,Anther,Anther,4,3,4,2,9
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Diadelphous Cohesion,newkg7907,Anther,Anther,4,4,4,1,9
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Polyadelphous Cohesion,newkg7908,Anther,Anther,3,3,4,0,9
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Gynandrous Adhesion,newkg7923,Anther,Anther,0,0,0,0,10
11,Biology,Human Physiology,Chemical Coordination and Integration,123077,Endocrine Glands and Hormones,Diabetes Insipidus,newkg8343,Anti-diuretic Hormone,Anti-diuretic Hormone,4,4,1,2,4
11,Biology,Diversity in the Living World,Biological Classification,122961,Kingdom Monera,Methanogens,newkg6813,Archaebacteria,Archaea,3,0,0,0,10
11,Biology,Diversity in the Living World,Biological Classification,122961,Kingdom Monera,Halophiles,newkg6814,Archaebacteria,Archaea,0,0,0,0,6
11,Biology,Diversity in the Living World,Biological Classification,122961,Kingdom Monera,Thermoacidophiles,newkg6815,Archaebacteria,Archaea,3,3,2,0,5
11,Mathematics,Algebra,Sequences and Series,122586,Arithmetic Progression,Common Difference of an A.P.,newkg9107,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),3,4,0,0,4
11,Mathematics,Algebra,Sequences and Series,122586,Arithmetic Progression,nth Term of an A.P.,newkg9108,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),3,0,0,0,5
11,Mathematics,Algebra,Sequences and Series,122586,Arithmetic Progression,Sum of First n Terms of an A.P,newkg9109,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),1,1,3,2,4
11,Mathematics,Algebra,Sequences and Series,122586,Arithmetic Progression,Properties of A.P.,newkg9110,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),4,3,4,1,10
11,Mathematics,Algebra,Sequences and Series,122587,Arithmetic Mean,Arithmetic Mean (A.M.) of Two Numbers,newkg9111,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),2,3,3,0,5
11,Mathematics,Algebra,Sequences and Series,122587,Arithmetic Mean,n- Arithmetic Means between Two Numbers,newkg9114,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),1,1,3,2,10
11,Mathematics,Algebra,Sequences and Series,122587,Arithmetic Mean,Relation among Single A.M. and n A.M. between Two Numbers,newkg9115,Arithmetic Progression (A.P.),Arithmetic Progression (A.P.),4,3,2,0,9
11,Biology,Human Physiology,Locomotion and Movement,123071,Disorders of Human Skeletal and Muscular Systems,Osteoarthritis,newkg8100,Arthritis,Arthritis,2,1,2,3,6
11,Biology,Human Physiology,Locomotion and Movement,123071,Disorders of Human Skeletal and Muscular Systems,Rheumatoid Arthritis,newkg8101,Arthritis,Arthritis,3,1,3,2,4
11,Biology,Human Physiology,Locomotion and Movement,123071,Disorders of Human Skeletal and Muscular Systems,Gout,newkg8102,Arthritis,Arthritis,0,0,0,0,10
11,Biology,Diversity in the Living World,Biological Classification,122966,"Viruses, Viroids, and Lichenes",Spore Formation in Fungi,newkg6934,Asexual Reproduction in Fungi,Reproduction in Fungi,0,0,0,0,10
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Atomic Mass,newkg17955,Atomic and Molecular Masses,Atomic Mass,4,3,0,0,8
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Molecular Mass,newkg17964,Atomic and Molecular Masses,Molecular Mass,3,3,0,0,6
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Determination of Percentage Composition of a Compound,newkg17982,Atomic and Molecular Masses,Concentration Terms,3,2,4,3,4
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Reference Elements for Atomic Mass,newkg17956,Atomic Mass,Atomic Mass,3,3,1,4,6
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Atomic Mass Unit,newkg17960,Atomic Mass,Atomic Mass,2,0,0,0,8
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Relative Atomic Mass,newkg17961,Atomic Mass,Atomic Mass,1,0,0,0,7
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Gram Atomic Mass,newkg17962,Atomic Mass,Atomic Mass,2,1,0,0,7
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122887,Atomic and Molecular Masses,Atomic and Molecular Masses,newkg17954,Atoms and Molecules,Atoms and Molecules,4,0,0,0,8
11,Biology,Diversity in the Living World,Biological Classification,122961,Kingdom Monera,Classification of Bacteria,newkg6811,Bacteria,Bacteria,1,3,2,3,10
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Complex Number System,newkg9248,Basics of Complex Numbers,Basics of Complex Numbers,1,2,0,0,8
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,"Imaginary Unit ""iota""",newkg9249,Basics of Complex Numbers,Basics of Complex Numbers,1,0,0,0,6
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Power of ' i ',newkg9250,Basics of Complex Numbers,Basics of Complex Numbers,1,0,0,0,4
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Square root of a negative real number,newkg9251,Basics of Complex Numbers,Basics of Complex Numbers,0,0,0,0,10
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Real and Imaginary Parts of a Complex Number,newkg9252,Basics of Complex Numbers,Basics of Complex Numbers,4,0,0,0,8
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Purely Real and Purely Imaginary Complex Numbers,newkg9253,Basics of Complex Numbers,Basics of Complex Numbers,2,1,4,4,7
11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,122566,Complex Numbers,Equality of Two Complex Numbers,newkg9254,Basics of Complex Numbers,Basics of Complex Numbers,1,1,0,0,7
11,Mathematics,,Complex Numbers and Quadratic Equations,122568,The Modulus and the Conjugate of a Complex Number,Modulus of a Complex Number,newkg9264,Basics of Complex Numbers,Basics of Complex Numbers,3,4,3,4,9
11,Mathematics,,Complex Numbers and Quadratic Equations,122569,Argand Plane and Polar Representation,Argument of a Complex Number,newkg9265,Basics of Complex Numbers,Basics of Complex Numbers,3,1,3,4,7
11,Mathematics,Differential Calculus,Limits and Derivatives,122623,First Principle of Differentiation,Basics of Differentiation,newkg9916,Basics of Differentiation,Basics of Differentiation,0,0,0,0,6
11,Mathematics,Differential Calculus,Limits and Derivatives,122623,First Principle of Differentiation,Definition of Derivative (dy/dx),newkg9917,Basics of Differentiation,Basics of Differentiation,3,3,4,2,5
11,Mathematics,Differential Calculus,Limits and Derivatives,122623,First Principle of Differentiation,Physical Interpretation of Derivative (dy/dx),newkg9918,Basics of Differentiation,Basics of Differentiation,3,1,0,0,9
11,Mathematics,Differential Calculus,Limits and Derivatives,122623,First Principle of Differentiation,Geometrical Interpretation of Derivative (dy/dx),newkg9919,Basics of Differentiation,Basics of Differentiation,4,3,4,1,4
11,Mathematics,Differential Calculus,Limits and Derivatives,122623,First Principle of Differentiation,First Principle of Differentiation,newkg9920,Basics of Differentiation,Basics of Differentiation,3,0,0,0,7
11,Mathematics,Differential Calculus,Limits and Derivatives,122625,Derivatives of Polynomials and Trigonometric Functions,Differentiation of Algebraic Functions,newkg9921,Basics of Differentiation,Basics of Differentiation,4,3,2,1,7
11,Mathematics,Differential Calculus,Limits and Derivatives,122625,Derivatives of Polynomials and Trigonometric Functions,Differentiation of Trigonometric Functions,newkg9922,Basics of Differentiation,Basics of Differentiation,0,0,0,0,4
11,Mathematics,Differential Calculus,Limits and Derivatives,122624,Algebra of Derivative of Functions,Differentiation Rules,newkg9927,Basics of Differentiation,Basics of Differentiation,1,1,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Levels of Organization in Animals,newkg7228,Basis of Classification of Animals,Levels of Organization in Animals,1,2,3,0,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Body Symmetry,newkg7239,Basis of Classification of Animals,Body Symmetry,3,4,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Germ Layers,newkg7243,Basis of Classification of Animals,Levels of Organization in Animals,3,2,1,4,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Segmentattion in Body,newkg7244,Basis of Classification of Animals,Levels of Organization in Animals,2,4,3,4,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Metameric Segmentation,newkg7245,Basis of Classification of Animals,Levels of Organization in Animals,1,0,0,0,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Body Cavity,newkg7246,Basis of Classification of Animals,Body Cavity in Animals,2,2,1,3,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Notochord,newkg7252,Basis of Classification of Animals,Body Cavity in Animals,4,4,4,1,10
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Histamine,newkg7533,Basophils,Basophils,3,2,4,2,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Serotonin,newkg7534,Basophils,Basophils,2,3,2,1,5
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Heparin,newkg7535,Basophils,Basophils,1,4,2,1,10
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Inflammatory Reactions,newkg7536,Basophils,Basophils,0,0,0,0,10
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Operation Table (Composition Table),newkg10055,Binary Operations,Binary Operations,2,2,0,0,6
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Laws of Binary Operations,newkg10056,Binary Operations,Binary Operations,1,4,2,3,8
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Closure Property of Binary Operations,newkg10057,Binary Operations,Binary Operations,0,0,0,0,10
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Reflexive Property of Binary Operations,newkg10058,Binary Operations,Binary Operations,4,2,1,1,9
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Commutative Property of Binary Operations,newkg10059,Binary Operations,Binary Operations,1,2,2,0,4
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Associative Property of Binary Operations,newkg10060,Binary Operations,Binary Operations,3,1,1,3,7
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Distributive Property of Binary Operations,newkg10061,Binary Operations,Binary Operations,1,4,4,3,10
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Existence of Identity Element for a Binary Operation,newkg10062,Binary Operations,Binary Operations,3,1,4,0,6
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Existence of Inverse for a Binary Operation,newkg10063,Binary Operations,Binary Operations,0,0,0,0,7
11,Mathematics,Differential Calculus,Relations and Functions,123106,Binary Operations,Existence of Non-zero Divisors for a Binary Operation,newkg10064,Binary Operations,Binary Operations,0,0,0,0,9
11,Mathematics,Algebra,Binomial Theorem,122582,General and Middle Terms,Conditions for Existence of nCr,newkg9169,Binomial Coefficient nCr,Binomial Probability Distribution,3,4,0,0,5
11,Mathematics,Algebra,Probability,123135,Bernoulli Trials and Binomial Distribution,Bernoulli Trials,newkg9408,Binomial Probability Distribution,Binomial Probability Distribution,4,2,3,2,9
11,Mathematics,Algebra,Probability,123135,Bernoulli Trials and Binomial Distribution,Mean in Binomial Probability Distribution,newkg9410,Binomial Probability Distribution,Binomial Probability Distribution,3,0,0,0,4
11,Mathematics,Algebra,Probability,123135,Bernoulli Trials and Binomial Distribution,Variance in Binomial Probability Distribution,newkg9411,Binomial Probability Distribution,Binomial Probability Distribution,3,0,0,0,5
11,Mathematics,Algebra,Probability,123135,Bernoulli Trials and Binomial Distribution,Standard Deviation in Binomial Probability Distribution,newkg9412,Binomial Probability Distribution,Binomial Probability Distribution,4,1,3,0,7
11,Biology,Diversity in the Living World,The Living World,122956,Diversity in the Living World,Rules Followed for Binomial Nomenclature,newkg6652,Binomial System Of Nomenclature,Nomenclature,1,0,0,0,10
11,Mathematics,Algebra,Binomial Theorem,122581,Binomial Theorem for Positive Integral Indices,Binomial Coefficient nCr,newkg9151,Binomial Theorem,Binomial Probability Distribution,3,1,4,3,4
11,Mathematics,Algebra,Binomial Theorem,122581,Binomial Theorem for Positive Integral Indices,Standard Binomial Theorem,newkg9152,Binomial Theorem,Binomial Probability Distribution,0,0,0,0,10
